SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
NLCINDIA, EQ, 09-Jan-2023,82.85,83.5,83.9,82.75,83,83.45,83.46,1281878,1069.9,6333,532845,41.57
NMDC, EQ, 09-Jan-2023,121.8,122.95,124.45,122.55,123.45,123.7,123.56,3772690,4661.55,25700,1558881,41.32
NOCIL, EQ, 09-Jan-2023,231.2,232.4,234.25,230.45,231,231.35,232.19,198695,461.36,4676,63066,31.74
NOIDATOLL, EQ, 09-Jan-2023,7.9,7.65,7.95,7.65,7.8,7.8,7.78,49992,3.89,149,34305,68.62
NOVARTIND, EQ, 09-Jan-2023,664.05,668,668,659,662,663,663.09,4563,30.26,596,2620,57.42
NPBET, EQ, 09-Jan-2023,217.82,217.82,221.14,217.82,219.28,219.57,219.95,132,0.29,33,77,58.33
NPST, SM, 09-Jan-2023,271.95,282,284,271.5,284,284,279.94,17600,49.27,11,12800,72.73
NRAIL, EQ, 09-Jan-2023,295.6,295.6,295.6,289.5,290,291.05,291.1,9297,27.06,320,7167,77.09
NRBBEARING, EQ, 09-Jan-2023,152.35,152.7,154.8,152.15,153.6,152.8,153.56,77420,118.88,2331,43169,55.76
NRL, SM, 09-Jan-2023,143.15,141,143.15,141,142.5,142.5,142.14,8800,12.51,8,6600,75
NSIL, EQ, 09-Jan-2023,2267.15,2333,2333,2250.35,2252,2279.85,2291.17,640,14.66,197,418,65.31
NTPC, EQ, 09-Jan-2023,169,170.25,171,169.45,170.25,170.4,170.29,6012344,10238.6,72276,3779870,62.87
NTPC, N4, 09-Jan-2023,1037.85,1040,1040,1040,1040,1040,1040,10,0.1,1,10,100
NTPC, N5, 09-Jan-2023,1181,1180,1180,1180,1180,1180,1180,89,1.05,1,89,100
NTPC, N6, 09-Jan-2023,1290.05,1322,1322,1322,1322,1322,1322,1,0.01,1,1,100
NTPC, N7, 09-Jan-2023,13.49,13.51,13.52,13.5,13.5,13.5,13.51,13656,1.85,55,13656,100
NTPC, ND, 09-Jan-2023,1206.73,1222,1222,1222,1222,1222,1222,18,0.22,2,18,100
NUCLEUS, EQ, 09-Jan-2023,385.65,386.7,391.1,382.6,384.5,384.55,387.75,12750,49.44,561,9063,71.08
NURECA, EQ, 09-Jan-2023,482.35,486.4,487.75,455,458,460,468.48,256805,1203.09,11931,85604,33.33
NUVOCO, EQ, 09-Jan-2023,367.2,370,375.55,368,369.95,369.2,371.79,71447,265.63,5513,50734,71.01
NV20BEES, EQ, 09-Jan-2023,101.35,101.36,103.06,101.36,102.7,102.53,102.7,2638,2.71,82,1873,71
NXTDIGITAL, BE, 09-Jan-2023,132.7,133,133,126.1,126.3,126.95,128.51,13950,17.93,166, -, -
NYKAA, EQ, 09-Jan-2023,153.25,154,154.5,152.1,153,152.95,153.46,1731845,2657.64,19919,838336,48.41
OAL, EQ, 09-Jan-2023,418.35,424.9,429.9,406.95,407.05,413.65,418.52,2391,10.01,357,1394,58.3
OBCL, EQ, 09-Jan-2023,88.7,89,93.3,89,90.3,89.85,90.86,25436,23.11,657,14048,55.23
OBEROIRLTY, EQ, 09-Jan-2023,853.65,857.15,870.6,854.2,858,859.85,860.93,266298,2292.64,11625,74833,28.1
OCCL, EQ, 09-Jan-2023,791.35,791,795.2,780.5,781.95,782.95,786.11,1961,15.42,252,1504,76.7
OFSS, EQ, 09-Jan-2023,2996.3,3019.95,3035.15,2993.25,3003.1,3006.8,3017.23,82557,2490.93,6603,63595,77.03
OIL, EQ, 09-Jan-2023,208.8,209.75,213.75,209.3,212.3,211.75,210.91,993345,2095.09,18477,534416,53.8
OILCOUNTUB, EQ, 09-Jan-2023,17.9,17.95,18,17.5,17.95,17.75,17.93,26756,4.8,290,24741,92.47
OLECTRA, EQ, 09-Jan-2023,497.5,500,506,494.45,499.7,497.75,498.94,107713,537.43,5888,56645,52.59
OMAXAUTO, EQ, 09-Jan-2023,67.4,67.8,70.65,67.4,67.6,67.85,68.69,197708,135.81,2469,91591,46.33
OMAXE, EQ, 09-Jan-2023,70,71.8,71.8,67.5,68.45,68.9,69.72,175484,122.34,905,88309,50.32
OMFURN, SM, 09-Jan-2023,52.8,55.4,55.4,50.2,50.2,50.2,54.42,174000,94.69,28,84000,48.28
OMINFRAL, EQ, 09-Jan-2023,40.5,41.95,41.95,39.5,40.45,40.35,40.4,78351,31.66,587,50641,64.63
OMKARCHEM, BZ, 09-Jan-2023,15.05,15.35,15.35,14.6,14.6,14.65,14.89,10636,1.58,74, -, -
ONELIFECAP, EQ, 09-Jan-2023,13.9,13.55,15.5,13.55,14.75,14.7,14.55,13302,1.94,92,10716,80.56
ONEPOINT, EQ, 09-Jan-2023,15.95,15.95,16.35,15.55,16,16,15.99,395311,63.22,452,139874,35.38
ONGC, EQ, 09-Jan-2023,147.35,149.3,150.2,147.8,148.6,148.15,148.87,18660445,27779.97,55884,10932058,58.58
ONMOBILE, EQ, 09-Jan-2023,94.7,96,99.8,95.7,97.4,97.4,98.22,865273,849.9,7142,274546,31.73
ONWARDTEC, EQ, 09-Jan-2023,297.1,301.9,307,297.1,297.1,298,300.72,4556,13.7,352,2845,62.45
OPTIEMUS, EQ, 09-Jan-2023,303.6,306,308.9,297.55,300,300.15,302.44,65839,199.13,3729,27699,42.07
ORBTEXP, EQ, 09-Jan-2023,158.2,158.2,159.9,153,153.4,153.85,155.8,23866,37.18,654,16365,68.57
ORCHPHARMA, BE, 09-Jan-2023,373.45,372,374.85,366.1,368.5,368.5,371.43,1239,4.6,40, -, -
ORICONENT, EQ, 09-Jan-2023,26.8,27.4,28.3,26.85,27.35,27.5,27.62,202879,56.04,1022,119969,59.13
ORIENTABRA, EQ, 09-Jan-2023,28.45,28.5,28.85,27.85,27.9,28,28.21,49539,13.98,496,31235,63.05
ORIENTALTL, EQ, 09-Jan-2023,8.25,8.25,8.35,8.1,8.3,8.15,8.21,43650,3.58,156,26594,60.93
ORIENTBELL, EQ, 09-Jan-2023,524.3,520.25,555.5,520.25,542.7,546.5,545.9,16678,91.05,1180,8636,51.78
ORIENTCEM, EQ, 09-Jan-2023,137.45,137.95,140.2,134.7,135.2,135.75,137.26,1054008,1446.73,9113,359827,34.14
ORIENTELEC, EQ, 09-Jan-2023,260.95,261.05,266,259.9,264,263.95,263.69,120011,316.46,4671,63127,52.6
ORIENTHOT, EQ, 09-Jan-2023,70.5,71.4,71.7,70.5,70.7,70.9,71.24,817159,582.17,6128,41750,5.11
ORIENTLTD, EQ, 09-Jan-2023,62.7,64.8,64.8,62.9,64,63.15,63.27,1066,0.67,55,549,51.5
ORIENTPPR, EQ, 09-Jan-2023,42.3,42.7,43.95,42.2,43.4,43.3,43.28,6472131,2801.44,13825,2197935,33.96
ORISSAMINE, EQ, 09-Jan-2023,2847.35,2869.95,2919.8,2845.1,2900,2880.65,2875.83,5419,155.84,640,4476,82.6
ORTEL, BZ, 09-Jan-2023,1.1,1.05,1.05,1.05,1.05,1.05,1.05,572,0.01,2, -, -
ORTINLAB, EQ, 09-Jan-2023,23.55,23.7,24.5,23.3,23.4,23.6,23.69,27909,6.61,372,14730,52.78
OSIAHYPER, EQ, 09-Jan-2023,269.55,270.15,278.95,270,274.75,274.5,273.37,3583,9.79,167,2299,64.16
OSWALAGRO, EQ, 09-Jan-2023,40.45,40.45,40.95,39.8,40.2,40,40.25,45035,18.12,452,28722,63.78
OSWALSEEDS, SM, 09-Jan-2023,234.9,238.15,238.25,225,235.1,235.1,235.59,14000,32.98,7,2000,14.29
PAGEIND, EQ, 09-Jan-2023,41710.15,41990,41990,41105,41400,41397.5,41486.24,16084,6672.65,9431,8592,53.42
PAISALO, EQ, 09-Jan-2023,78.1,78.5,79.4,77.3,78.5,77.95,78.53,99847,78.41,1169,54854,54.94
PALASHSECU, BE, 09-Jan-2023,137.95,137.85,143.95,133.25,143.95,137.95,137.28,2172,2.98,33, -, -
PALREDTEC, EQ, 09-Jan-2023,179.4,181,186,176.2,176.2,177.2,182.89,26137,47.8,648,14520,55.55
PANACEABIO, EQ, 09-Jan-2023,137.65,139.8,139.8,136,137.8,136.65,137.45,69983,96.19,2129,33855,48.38
PANACHE, EQ, 09-Jan-2023,57.55,57.9,60,57.9,59.4,59.35,59.35,2042,1.21,37,1713,83.89
PANAMAPET, EQ, 09-Jan-2023,352.6,354.35,368.3,353,360.55,360.75,362.69,169567,615,10477,74169,43.74
PANSARI, EQ, 09-Jan-2023,74.5,75,75.05,71,71,71.9,73.05,481,0.35,45,289,60.08
PAR, EQ, 09-Jan-2023,156.9,158.85,163,155.75,158,157.55,159.51,8760,13.97,310,5218,59.57
PARACABLES, BE, 09-Jan-2023,44.1,44.4,44.85,41.9,42,42.15,42.9,1687240,723.88,4248, -, -
PARADEEP, EQ, 09-Jan-2023,59.95,60.45,61,59.35,59.65,59.55,60.05,1859067,1116.43,8466,853713,45.92
PARAGMILK, EQ, 09-Jan-2023,100.2,100.6,101.95,100.3,101.9,101.1,101.1,86391,87.35,1522,50190,58.1
PARAS, EQ, 09-Jan-2023,588.95,591.9,594.05,584,586,586.3,589.44,40427,238.29,3349,22613,55.94
PARASPETRO, BE, 09-Jan-2023,1.1,1.05,1.05,1.05,1.05,1.05,1.05,62834,0.66,94, -, -
PARSVNATH, EQ, 09-Jan-2023,9.25,9.55,9.7,9,9.35,9.3,9.28,127225,11.8,418,62658,49.25
PARTYCRUS, SM, 09-Jan-2023,176.65,177,180,177,177,178.5,177.76,8000,14.22,4,4000,50
PASHUPATI, SM, 09-Jan-2023,115,107,109,107,109,109,107.33,9600,10.3,3,8000,83.33
PASUPTAC, EQ, 09-Jan-2023,33.25,34,34.15,33.1,33.1,33.25,33.62,46815,15.74,330,38410,82.05
PATANJALI, BE, 09-Jan-2023,1173.95,1192.8,1200,1175.05,1189,1192.8,1189.93,122739,1460.51,7085, -, -
PATELENG, EQ, 09-Jan-2023,18.95,19,19.2,18.85,18.9,18.9,19.03,558910,106.37,912,404317,72.34
PATINTLOG, EQ, 09-Jan-2023,15.1,15.5,15.5,14.85,15.25,15.25,15.19,234407,35.61,701,155190,66.21
PAYTM, EQ, 09-Jan-2023,551.35,566.2,574.5,562,564,563.9,566.6,5176059,29327.42,91677,1219891,23.57
PCBL, EQ, 09-Jan-2023,126,126.9,127.85,126.3,126.9,126.9,126.92,656952,833.82,7147,440852,67.11
PCJEWELLER, EQ, 09-Jan-2023,79,82,82.95,79.95,82.2,82.75,82.06,1890436,1551.32,7004,653066,34.55
PDMJEPAPER, EQ, 09-Jan-2023,47.05,47.6,48.8,47.2,47.6,47.7,47.94,489028,234.43,2278,143790,29.4
PDPL, BZ, 09-Jan-2023,3.85,3.7,3.85,3.7,3.7,3.7,3.79,1600,0.06,3, -, -
PDSL, EQ, 09-Jan-2023,344.65,347.9,347.9,340.1,343.8,343.8,344.26,16127,55.52,1149,11075,68.67
PEARLPOLY, EQ, 09-Jan-2023,33.1,33.45,38.45,33.1,33.3,33.95,35.52,1806504,641.72,8528,585085,32.39
PEL, EQ, 09-Jan-2023,798,805,811.95,798,808,808.15,806.93,509339,4110.03,25524,168993,33.18
PENIND, EQ, 09-Jan-2023,56.25,56.95,57.8,56.35,57.1,56.7,57.17,229408,131.16,3075,94831,41.34
PENINLAND, EQ, 09-Jan-2023,12.45,12.65,12.65,12.05,12.4,12.35,12.32,84135,10.37,222,57180,67.96
PERFECT, SM, 09-Jan-2023,15.3,16.05,16.05,15.5,16.05,16.05,15.78,36000,5.68,6,24000,66.67
PERSISTENT, EQ, 09-Jan-2023,3851.9,3898.95,4004,3875,4004,3994.85,3964.15,296054,11736.01,27101,89199,30.13
PETRONET, EQ, 09-Jan-2023,217.9,219.75,220.25,217.05,218.75,219.3,218.68,789323,1726.06,20635,372747,47.22
PFC, EQ, 09-Jan-2023,157.15,159.1,161.8,157.85,159.1,159.3,159.59,15993509,25523.85,85050,7740993,48.4
PFC, N3, 09-Jan-2023,1203.1,1214.98,1214.98,1207,1207,1207,1214.14,559,6.79,3,559,100
PFC, N5, 09-Jan-2023,1126.5,1127.25,1130,1127.25,1130,1130,1129.58,351,3.96,6,351,100
PFC, N8, 09-Jan-2023,1304.9,1304.99,1304.99,1291,1294.5,1294.5,1294.28,1943,25.15,35,1806,92.95
PFIZER, EQ, 09-Jan-2023,4331.7,4338,4351,4318.2,4332,4328.25,4332.51,4983,215.89,1907,2639,52.96
PFOCUS, EQ, 09-Jan-2023,74.1,76.7,76.7,72.2,72.65,73,73.5,26846,19.73,468,16555,61.67
PFS, EQ, 09-Jan-2023,16.3,17.1,17.1,17.1,17.1,17.1,17.1,406114,69.45,543,405612,99.88
PGEL, EQ, 09-Jan-2023,1149.9,1168.8,1171,1130.55,1154,1153.55,1149.92,19408,223.18,2831,11319,58.32
PGHH, EQ, 09-Jan-2023,14020.05,14021,14089.4,13961.6,14040,14054.7,14025.39,1518,212.91,929,617,40.65
PGHL, EQ, 09-Jan-2023,4011.85,4012.1,4031.9,3980.1,4019,4005.05,3999.3,5370,214.76,1837,3907,72.76
PGIL, EQ, 09-Jan-2023,393.75,390.2,403.6,390.2,396.1,398.4,398.08,3737,14.88,432,1887,50.5
PGINVIT, IV, 09-Jan-2023,127.97,128.19,128.29,127.85,128,127.94,128.02,240165,307.45,4752,200514,83.49
PHANTOMFX, SM, 09-Jan-2023,233,234,244,232,240,240,240.1,55200,132.53,42,42000,76.09
PHARMABEES, EQ, 09-Jan-2023,12.78,12.82,12.94,12.76,12.88,12.86,12.89,1867434,240.8,3100,1659731,88.88
PHOENIXLTD, EQ, 09-Jan-2023,1416.7,1430,1443,1418.05,1429,1436.9,1428.06,196430,2805.14,20120,152395,77.58
PIDILITIND, EQ, 09-Jan-2023,2522.3,2534.95,2558,2527,2540.4,2552.35,2547.49,164218,4183.44,17415,79067,48.15
PIGL, SM, 09-Jan-2023,68,71.1,71.25,67,70,69.35,69.37,28000,19.42,14,24000,85.71
PIIND, EQ, 09-Jan-2023,3288.15,3304.6,3335.95,3293.4,3319,3317.85,3305.8,211000,6975.24,30188,150333,71.25
PILANIINVS, EQ, 09-Jan-2023,1925.2,1934.9,1940,1928.5,1928.5,1928.65,1930.17,711,13.72,172,498,70.04
PILITA, EQ, 09-Jan-2023,8.45,8.6,8.65,8.1,8.35,8.2,8.42,235522,19.82,474,179228,76.1
PIONEEREMB, EQ, 09-Jan-2023,42.7,42.9,43.05,41,41.95,41.8,42.09,32576,13.71,326,20460,62.81
PITTIENG, EQ, 09-Jan-2023,317.55,319.65,321.65,317.45,318.9,319.45,319.67,98545,315.02,1628,19391,19.68
PIXTRANS, EQ, 09-Jan-2023,839.6,852.2,854.9,836.5,842,840.3,848.32,14753,125.15,3020,3259,22.09
PKTEA, BE, 09-Jan-2023,244.95,238,244,237,244,244,237.87,89,0.21,17, -, -
PLASTIBLEN, EQ, 09-Jan-2023,182.25,185,187,178.1,180.65,179.9,183.19,18143,33.24,616,10152,55.96
PNB, EQ, 09-Jan-2023,56.4,57,57.75,56.75,57.05,57.1,57.17,56732510,32434.83,87589,10290825,18.14
PNBGILTS, EQ, 09-Jan-2023,62.95,63.95,64.4,63.15,64.1,63.95,63.94,171013,109.35,1396,102769,60.09
PNBHOUSING, EQ, 09-Jan-2023,549.1,554,579.5,546.25,565.05,568.45,567.8,2929685,16634.76,49670,362182,12.36
PNC, EQ, 09-Jan-2023,41.85,42.4,42.4,41.3,41.35,41.4,41.77,14620,6.11,223,5414,37.03
PNCINFRA, EQ, 09-Jan-2023,317.1,322.1,332.85,312,313.6,314.2,323.26,2608874,8433.47,42138,777822,29.81
PODDARHOUS, EQ, 09-Jan-2023,203.85,207.95,209.95,197.35,203,203.4,205.85,2405,4.95,215,1725,71.73
PODDARMENT, EQ, 09-Jan-2023,269.85,276.8,276.8,267.25,267.25,269.1,269.93,3258,8.79,144,2660,81.65
POKARNA, EQ, 09-Jan-2023,427.05,423.65,435,420.05,423,425.35,428.04,121771,521.23,4525,52601,43.2
POLICYBZR, EQ, 09-Jan-2023,460.6,458.5,471.85,457.5,464.6,466.1,465.1,767914,3571.55,21838,260625,33.94
POLYCAB, EQ, 09-Jan-2023,2620.35,2646,2659,2615,2657,2653.7,2640.61,155269,4100.05,12800,43915,28.28
POLYMED, EQ, 09-Jan-2023,907.8,906.45,935.5,906.45,919,926.05,926.58,67163,622.32,8487,19269,28.69
POLYPLEX, EQ, 09-Jan-2023,1513.6,1534.95,1556.25,1516.7,1541,1542.3,1534.83,71246,1093.5,10422,29459,41.35
PONNIERODE, EQ, 09-Jan-2023,469.6,476,495.5,472.1,487.6,491.6,487.56,145082,707.36,4024,62207,42.88
POONAWALLA, EQ, 09-Jan-2023,289.25,291.4,296.4,289.5,292.25,292.4,292.74,1170864,3427.56,16351,372997,31.86
POWERGRID, EQ, 09-Jan-2023,208.1,209.2,211.95,204.25,209.1,209.1,206.59,39363845,81321.44,101945,32692599,83.05
POWERINDIA, EQ, 09-Jan-2023,3288.3,3300,3332.35,3278.2,3325,3320.25,3311.23,5522,182.85,2126,2890,52.34
POWERMECH, EQ, 09-Jan-2023,2084,2094.25,2194,2094.25,2157,2157.5,2158.25,36022,777.45,6256,13427,37.27
PPAP, BE, 09-Jan-2023,237,242.1,242.1,232,235.6,238.6,236.67,2534,6,46, -, -
PPL, EQ, 09-Jan-2023,162.4,162,165.4,161.15,162.75,162.75,163.04,15304,24.95,611,9266,60.55
PPLPHARMA, EQ, 09-Jan-2023,115.7,116.2,119,116.2,117,116.8,117.72,2417325,2845.78,18956,1564821,64.73
PRAENG, EQ, 09-Jan-2023,15.9,16.4,16.4,15.75,15.75,15.8,16.03,46272,7.42,240,28277,61.11
PRAJIND, EQ, 09-Jan-2023,367.35,369.1,372.3,354.4,356.95,356.6,362.06,627595,2272.24,17020,318214,50.7
PRAKASH, EQ, 09-Jan-2023,57.6,58.35,59.6,58.2,59,58.85,58.89,1027036,604.84,11127,460609,44.85
PRAKASHSTL, EQ, 09-Jan-2023,4.9,4.95,5.05,4.9,4.95,4.95,4.97,331298,16.45,517,184036,55.55
PRAXIS, EQ, 09-Jan-2023,27.85,28.6,28.9,27.4,27.85,27.6,27.99,46478,13.01,365,33859,72.85
PRECAM, EQ, 09-Jan-2023,112.7,114.25,116.2,112.55,114.1,113.5,114.18,105345,120.28,2493,48150,45.71
PRECISION, SM, 09-Jan-2023,38.2,38.95,39.95,38.15,38.3,38.3,38.9,14000,5.45,7,8000,57.14
PRECOT, EQ, 09-Jan-2023,192,193,193,189.3,191.2,190.9,190.11,3532,6.71,50,3340,94.56
PRECWIRE, EQ, 09-Jan-2023,77.65,78.65,81.85,74,80.05,80.2,78.48,1250083,981.04,10721,430988,34.48
PREMEXPLN, EQ, 09-Jan-2023,408.1,409.95,410,402.5,402.5,403.5,407.06,3449,14.04,237,2681,77.73
PREMIER, BE, 09-Jan-2023,3.15,3.2,3.2,3.05,3.15,3.05,3.09,20069,0.62,69, -, -
PREMIERPOL, EQ, 09-Jan-2023,98.45,100.55,101,96.55,97.9,97.45,98.31,18781,18.46,1008,6445,34.32
PRESSMN, EQ, 09-Jan-2023,53.75,56.4,56.4,56.4,56.4,56.4,56.4,28507,16.08,93,28507,100
PRESTIGE, EQ, 09-Jan-2023,466.55,474,474,458.15,459.9,460.6,466.03,274963,1281.4,14965,90190,32.8
PRICOLLTD, EQ, 09-Jan-2023,188.35,194.75,194.75,187,188,189.1,190.4,195918,373.03,3308,65986,33.68
PRIMESECU, EQ, 09-Jan-2023,103.8,104.45,104.45,100.1,100.1,101.75,101.96,75756,77.24,443,61463,81.13
PRINCEPIPE, EQ, 09-Jan-2023,593.2,605.15,605.15,591.25,596.05,596.55,597.87,67476,403.42,6720,27159,40.25
PRITI, BE, 09-Jan-2023,156.85,156.85,159.85,153,155,155.85,156.34,4548,7.11,263, -, -
PRITIKA, SM, 09-Jan-2023,40.15,40.5,41,39,39,39.35,40.07,48000,19.23,12,28000,58.33
PRITIKAUTO, EQ, 09-Jan-2023,16.75,16.9,17.5,16.6,16.9,16.7,17.08,470336,80.34,1009,275340,58.54
PRIVISCL, EQ, 09-Jan-2023,1127.35,1135.65,1151.95,1112.55,1113.2,1119.65,1127.02,6265,70.61,963,2932,46.8
PROPEQUITY, SM, 09-Jan-2023,132.5,132.55,132.55,130.2,131,131.75,131.7,9600,12.64,8,8400,87.5
PROZONINTU, EQ, 09-Jan-2023,31.15,31.45,37.35,31.1,37,36.85,35.82,7811344,2798.05,18442,2770026,35.46
PRSMJOHNSN, EQ, 09-Jan-2023,105.9,106.95,108.5,105.6,108.2,107.55,106.95,272794,291.76,3317,110921,40.66
PRUDENT, EQ, 09-Jan-2023,1013.75,1022.25,1044,1015.2,1038.5,1037.25,1030.67,21434,220.91,2812,6829,31.86
PSB, EQ, 09-Jan-2023,31.9,32.4,32.6,31.55,31.85,31.8,32.07,2135628,684.95,3731,620513,29.06
PSPPROJECT, EQ, 09-Jan-2023,742.35,756.9,774.05,752.05,768,769.15,764.92,317043,2425.12,13889,100516,31.7
PSUBNKBEES, EQ, 09-Jan-2023,47.44,47.99,48.23,47.52,47.9,47.89,47.83,1230678,588.69,3053,696238,56.57
PTC, EQ, 09-Jan-2023,83.25,87.4,87.4,87.4,87.4,87.4,87.4,244662,213.83,938,244662,100
PTL, EQ, 09-Jan-2023,35.6,36.3,36.7,34.7,35,34.85,35.68,351590,125.44,2414,206865,58.84
PULZ, SM, 09-Jan-2023,107.45,102.1,112.8,102.1,112.8,112.8,105.42,76000,80.12,14,52000,68.42
PUNJABCHEM, EQ, 09-Jan-2023,1086.95,1086.9,1110,1080,1083,1087.1,1093.59,2065,22.58,403,984,47.65
PURVA, EQ, 09-Jan-2023,89.4,90.05,91.65,90.05,90.8,90.95,90.87,92490,84.05,1491,51371,55.54
PVP, EQ, 09-Jan-2023,9.95,9.95,10.4,9.75,10.4,10.35,10.07,232490,23.42,389,162654,69.96
PVR, EQ, 09-Jan-2023,1629.15,1642,1681.95,1629.7,1664,1664.35,1656.16,1165874,19308.71,29939,734685,63.02
QGOLDHALF, EQ, 09-Jan-2023,47.26,48.18,48.18,47.67,47.9,47.85,47.87,60247,28.84,342,50444,83.73
QMSMEDI, SM, 09-Jan-2023,195.85,206,206,196.5,197,198.9,200.69,38000,76.26,27,17000,44.74
QNIFTY, EQ, 09-Jan-2023,1891.1,1909.99,1920,1900.01,1915,1916.88,1915.73,385,7.38,49,292,75.84
QUADPRO, SM, 09-Jan-2023,5.7,5.85,5.85,5.65,5.65,5.65,5.78,36000,2.08,3,24000,66.67
QUESS, EQ, 09-Jan-2023,402.65,408,408,401.1,403.25,403,402.94,126487,509.67,7165,70877,56.04
QUICKHEAL, EQ, 09-Jan-2023,170.05,170.95,173.05,170.9,171.75,171.35,171.7,28181,48.39,1182,13584,48.2
QUINTEGRA, BE, 09-Jan-2023,0.95,0.95,1,0.9,1,1,0.99,25148,0.25,33, -, -
RADAAN, BE, 09-Jan-2023,1.85,1.9,1.9,1.85,1.9,1.9,1.88,22029,0.41,39, -, -
RADHIKAJWE, EQ, 09-Jan-2023,149.55,151.8,155.8,150.05,153.25,154.55,152.97,8460,12.94,296,6220,73.52
RADIANTCMS, EQ, 09-Jan-2023,107.85,108.95,111.1,105.2,105.95,105.75,107.88,885982,955.78,7475,407067,45.95
RADICO, EQ, 09-Jan-2023,1072.25,1065,1070.1,1050,1060.65,1066.05,1059.88,153354,1625.36,9594,38115,24.85
RADIOCITY, EQ, 09-Jan-2023,26.95,27.35,27.4,26.65,26.9,26.9,26.94,2104838,567.01,2027,1745783,82.94
RAILTEL, EQ, 09-Jan-2023,126.05,126.8,128.25,126.1,126.6,126.55,126.99,688206,873.94,5253,222746,32.37
RAIN, EQ, 09-Jan-2023,173.25,175,176.5,173.25,174.9,175.1,174.98,869686,1521.76,8307,300194,34.52
RAINBOW, EQ, 09-Jan-2023,758,789.4,789.4,761.05,766,769.95,768.35,64900,498.66,7355,28215,43.47
RAJESHEXPO, EQ, 09-Jan-2023,796.55,796.6,835,777,813.6,822.95,809.56,1011726,8190.49,40106,106561,10.53
RAJMET, EQ, 09-Jan-2023,21.05,21.8,22.5,19.7,20.5,20.1,20.41,734680,149.97,2285,256985,34.98
RAJRATAN, EQ, 09-Jan-2023,883.35,887.8,898.3,870,884,875.95,880.06,27436,241.45,4213,12719,46.36
RAJRILTD, BE, 09-Jan-2023,39.85,40.6,40.6,40.6,40.6,40.6,40.6,1296,0.53,20, -, -
RAJSREESUG, EQ, 09-Jan-2023,53.5,53.55,54.4,52.65,52.7,52.95,53.35,76929,41.04,622,38868,50.52
RAJTV, EQ, 09-Jan-2023,56.9,57.3,58.7,56.2,56.6,57.7,57.53,17141,9.86,410,6890,40.2
RALLIS, EQ, 09-Jan-2023,238.15,239.6,245.5,237,240.05,240.7,241.65,329979,797.38,10053,64418,19.52
RAMANEWS, EQ, 09-Jan-2023,15.65,15.95,16,15.25,15.5,15.5,15.53,28002,4.35,171,22922,81.86
RAMAPHO, EQ, 09-Jan-2023,259.35,254.1,261,253.9,255,254.5,256.15,28439,72.85,1579,14793,52.02
RAMASTEEL, EQ, 09-Jan-2023,38.15,41.95,41.95,41.95,41.95,41.95,41.95,1418652,595.12,894,1025946,72.32
RAMCOCEM, EQ, 09-Jan-2023,713.85,719,724.25,708.3,712,712.9,714.62,255695,1827.25,15923,123650,48.36
RAMCOIND, EQ, 09-Jan-2023,159.95,162,162,159,159.25,159.25,160.21,57553,92.2,1464,37496,65.15
RAMCOSYS, EQ, 09-Jan-2023,243.2,248,248.2,242.25,247.85,244.35,245.67,43748,107.48,1646,22408,51.22
RAMKY, EQ, 09-Jan-2023,300.3,304.85,308.65,296.2,298,298.5,302.87,77985,236.19,2537,36412,46.69
RAMRAT, EQ, 09-Jan-2023,168.6,169.05,171,166.15,168.3,167.85,168.44,17634,29.7,727,10942,62.05
RANASUG, EQ, 09-Jan-2023,25.25,25.45,25.95,25.2,25.35,25.3,25.53,433543,110.7,1858,201160,46.4
RANEENGINE, EQ, 09-Jan-2023,223.5,224.95,228.6,222.2,224.7,223,225.12,5925,13.34,305,3442,58.09
RANEHOLDIN, EQ, 09-Jan-2023,890,903.35,908.6,886,899.9,894.35,897.81,4926,44.23,656,2546,51.68
RATEGAIN, EQ, 09-Jan-2023,298.65,302,309.75,299,308,307.55,304.91,239377,729.87,6017,129317,54.02
RATNAMANI, EQ, 09-Jan-2023,2030.05,2040.25,2048.25,1991,1995,1997.7,2017.57,7132,143.89,2220,3279,45.98
RAYMOND, EQ, 09-Jan-2023,1445.55,1469.9,1479,1415.55,1428.8,1432.25,1436.72,286558,4117.04,16124,72582,25.33
RBA, EQ, 09-Jan-2023,111.05,112.2,112.4,110.9,111.7,111.7,111.55,727729,811.79,11252,607291,83.45
RBL, EQ, 09-Jan-2023,715.2,725.95,730,714,718.9,716.7,721.92,5221,37.69,683,2034,38.96
RBLBANK, EQ, 09-Jan-2023,184.1,184.45,187.4,184.35,185.6,185.8,186,8932267,16613.63,46043,1987516,22.25
RBMINFRA, ST, 09-Jan-2023,49.75,47.3,47.3,47.3,47.3,47.3,47.3,15000,7.1,5,15000,100
RCF, EQ, 09-Jan-2023,130.75,131.45,133.65,129.3,129.7,130.1,131.19,4834539,6342.2,21151,1299009,26.87
RCOM, BE, 09-Jan-2023,2.2,2.3,2.3,2.1,2.2,2.15,2.25,16064252,361.68,12339, -, -
RECLTD, EQ, 09-Jan-2023,123.7,124.95,126.25,124.3,125.3,125.55,125.24,8916789,11167.82,40165,3803243,42.65
